Id,PublisherId,PublisherName,Status,LastPostDate,TimeSinceLastPost_Days,PostsCount_Sep2025_Jan2026,PostsCount_Jan2026_Today,TotalDistinctPostsTracked,DataStatus,ActivationStatus
29592769,10027353559,Sheridan Allen,Active,Pending,,,,,Pending,Pending - data not yet available
29594588,10027355564,alexyn renée steiner,Active,Pending,,,,,Pending,Pending - data not yet available
29596432,10027357414,Mally Magickal,Active,Pending,,,,,Pending,Pending - data not yet available
29599149,10027360138,Allie,Active,Pending,,,,,Pending,Pending - data not yet available
29601287,10027362265,Alicia,Active,,,0,0,0,Verified,Never Activated
29601423,10027362401,Allthings_dess| UGC & Beauty & Lifestyle Creator,Active,Pending,,,,,Pending,Pending - data not yet available
29601607,10027362586,Deja Gonzales,Active,,,0,0,0,Verified,Never Activated
29602104,10027363083,Diamond Baldwin,Active,Pending,,,,,Pending,Pending - data not yet available
29603422,10027364397,Ali Farahani,Active,Pending,,,,,Pending,Pending - data not yet available
29606055,10027367024,KALESEYA ALLOTEY,Active,Pending,,,,,Pending,Pending - data not yet available
29609778,10027371187,ALINA,Active,Pending,,,,,Pending,Pending - data not yet available
29610748,10027372211,bourdalakeisha17,Active,,,0,0,0,Verified,Never Activated
29610941,10027372412,jallohejah23,Active,Pending,,,,,Pending,Pending - data not yet available
29611186,10027372668,Gregory Neal Jackson Jr.,Active,Pending,,,,,Pending,Pending - data not yet available
29611573,10027373796,Veronica Fraley,Active,Pending,,,,,Pending,Pending - data not yet available
29612544,10027374814,rprevalon,Active,Pending,,,,,Pending,Pending - data not yet available
29614270,10027376587,Haley Herina 🌸,Active,,,0,0,0,Verified,Never Activated
29617563,10027379935,Katie Allen,Active,,,0,0,0,Verified,Never Activated
29625072,10027387431,crystalseay14,Active,,,0,0,0,Verified,Never Activated
29626098,10027388450,Allie Elliott| Intentional motherhood+Christ centered habits,Active,Pending,,,,,Pending,Pending - data not yet available
29626109,10027388461,Alexandria Balzer,Active,Pending,,,,,Pending,Pending - data not yet available
29626324,10027388676,ALEXIS POLITYKA,Active,2026-02-10,154,4,6,10,Verified,Consistently Active
29626347,10027388697,hammonsaleshia,Active,,,0,0,0,Verified,Never Activated
29626700,10027389052,Alaysia Joi,Active,Pending,,,,,Pending,Pending - data not yet available
29626948,10027389297,Digital Diva | NJ Blogger,Active,2025-11-18,238,2,0,2,Verified,Went Dark
29627688,10027390026,wildalee_07,Active,Pending,,,,,Pending,Pending - data not yet available
29627746,10027390084,wanzaleftwich,Active,Pending,,,,,Pending,Pending - data not yet available
29628726,10027391088,sims.zalana,Active,,,0,0,0,Verified,Never Activated
29630287,10027393026,kaleb.tinker1,Active,,,0,0,0,Verified,Never Activated
29630884,10027393605,amberkayesocial,Active,Pending,,,,,Pending,Pending - data not yet available
29631053,10027393757,csotomorales22,Active,,,0,0,0,Verified,Never Activated
29631090,10027393789,briannawal94,Active,,,0,0,0,Verified,Never Activated
29631455,10027394121,alysahinfluence23,Active,Pending,,,,,Pending,Pending - data not yet available
29631660,10027394321,nikalee21,Active,,,0,0,0,Verified,Never Activated
29631819,10027394476,latisha.allison,Active,,,0,0,0,Verified,Never Activated
29631974,10027394629,digitalwealthysarah,Active,Pending,,,,,Pending,Pending - data not yet available
29635988,10027398627,yovalinapichardo,Active,Pending,,,,,Pending,Pending - data not yet available
29636345,10027398978,takishia.walker.creator,Active,,,0,0,0,Verified,Never Activated
29641193,10027403800,McCall Carlie ™,Active,Pending,,,,,Pending,Pending - data not yet available
29641821,10027404437,Justin Almeida ✪,Active,Pending,,,,,Pending,Pending - data not yet available
29643330,10027405961,Alicia | Health & Wellness Coach,Active,,,0,0,0,Verified,Never Activated
29647082,10027409705,alexaugc.collab,Active,Pending,,,,,Pending,Pending - data not yet available
29648293,10027410766,contactreallifewishes,Active,,,0,0,0,Verified,Never Activated
29649233,10027411604,Kait Zavala Koertner,Active,,,0,0,0,Verified,Never Activated
29649459,10027411806,fgqsocials,Active,,,0,0,0,Verified,Never Activated
29649505,10027411845,nataly.j.ugc,Active,Pending,,,,,Pending,Pending - data not yet available
29650387,10027412613,agperaltaleon,Active,Pending,,,,,Pending,Pending - data not yet available
29650586,10027412793,tiffanytraveltales,Active,,,0,0,0,Verified,Never Activated
29650836,10027413013,kalinamalinaov,Active,,,0,0,0,Verified,Never Activated
29652001,10027414132,Natalie Bornacelli,Active,,,0,0,0,Verified,Never Activated
29652200,10027414327,jeannalynchugc,Active,Pending,,,,,Pending,Pending - data not yet available
29652359,10027414477,alex cetti,Active,Pending,,,,,Pending,Pending - data not yet available
29653376,10027415477,maddiestallings_22,Active,,,0,0,0,Verified,Never Activated
29653383,10027415484,socialworkwithlovee,Active,,,0,0,0,Verified,Never Activated
29653387,10027415488,alexisinhtx,Active,Pending,,,,,Pending,Pending - data not yet available
29653482,10027415582,bicoastalmomma,Active,Pending,,,,,Pending,Pending - data not yet available
29653524,10027415624,Alejandra Torres,Active,Pending,,,,,Pending,Pending - data not yet available
29653532,10027415632,bornwithahalo,Active,Pending,,,,,Pending,Pending - data not yet available
29653592,10027415693,specialsunnydays_,Active,2026-04-18,87,0,1,1,Verified,Newly Activated
29653775,10027416066,arugalyssa,Active,,,0,0,0,Verified,Never Activated
29655443,10027417785,callmehomeyllc,Active,2026-06-22,22,2,4,6,Verified,Consistently Active
29659452,10027421872,Kimberly Carbajal,Active,Pending,,,,,Pending,Pending - data not yet available
29659712,10027422395,SELALUNASMR,Active,Pending,,,,,Pending,Pending - data not yet available
29659767,10027422450,Manal Asad ∥ Content Creator ∥,Active,Pending,,,,,Pending,Pending - data not yet available
29662508,10027425336,Ashton Waller,Active,Pending,,,,,Pending,Pending - data not yet available
29662872,10027425659,tori.ralston,Active,Pending,,,,,Pending,Pending - data not yet available
29666433,10027429269,Callie Horner,Active,,,0,0,0,Verified,Never Activated
29668794,10027431526,niraliparekh02,Active,,,0,0,0,Verified,Never Activated
29668891,10027431607,Saravanan Annamalai,Active,,,0,0,0,Verified,Never Activated
29670619,10027433299,kenneshaallen,Active,2025-11-29,227,2,0,2,Verified,Went Dark
29673321,10027435960,polina.pikalova999,Active,Pending,,,,,Pending,Pending - data not yet available
29673504,10027436137,Natalie Jambazian  LMFT,Active,,,0,0,0,Verified,Never Activated
29675326,10027438378,Julian Bell | Dallas Cinematographer,Active,2025-12-02,224,1,0,1,Verified,Went Dark
29678076,10027441178,Alex Goldstein,Active,Pending,,,,,Pending,Pending - data not yet available
29680078,10027443109,💄Kristal🎨,Active,,,0,0,0,Verified,Never Activated
29680676,10027443736,Katz Salao 🇵🇭,Active,Pending,,,,,Pending,Pending - data not yet available
29681062,10027444121,ALEJANDRO ACOSTA,Active,Pending,,,,,Pending,Pending - data not yet available
29681719,10027444777,Leon Spencer III | Online Personal Trainer & Nutritionist,Active,Pending,,,,,Pending,Pending - data not yet available
29682103,10027445161,spazgyal,Active,Pending,,,,,Pending,Pending - data not yet available
29685608,10027448665,ANALLEY PURISIMA,Active,Pending,,,,,Pending,Pending - data not yet available
29686355,10027449592,nathaliebernier_,Active,Pending,,,,,Pending,Pending - data not yet available
29686769,10027450006,salewaojo.mua,Active,Pending,,,,,Pending,Pending - data not yet available
29687336,10027450638,Diane Flores • Midlife Health & Hotness Coach • Podcaster,Active,Pending,,,,,Pending,Pending - data not yet available
29690344,10027454025,Sarah (سَارّة) Foodie • Lifestyle • Seasonal Travel•Events,Active,,,0,0,0,Verified,Never Activated
29690515,10027454197,talkology32,Active,,,0,0,0,Verified,Never Activated
29690910,10027454606,Crystal Tran,Active,Pending,,,,,Pending,Pending - data not yet available
29692601,10027456518,valvesna.visuals,Active,2026-03-28,108,7,4,11,Verified,Consistently Active
29694238,10027458110,Onyeka | Luxury Lifestyle & Wealth Mentor,Active,,,0,0,0,Verified,Never Activated
29695418,10027459260,Deborah Alcantara,Active,Pending,,,,,Pending,Pending - data not yet available
29696500,10027460319,Sallam Still,Active,Pending,,,,,Pending,Pending - data not yet available
29697263,10027461230,Rosalee,Active,,,0,0,0,Verified,Never Activated
29697596,10027461572,aaliyahbonita,Active,,,0,0,0,Verified,Never Activated
29699678,10027463679,malory_jimenez,Active,Pending,,,,,Pending,Pending - data not yet available
29699926,10027463925,⭒ＮＡＴＡＬＩＡ⭒,Active,,,0,0,0,Verified,Never Activated
29701411,10027465594,Maaliyah P,Active,Pending,,,,,Pending,Pending - data not yet available
29705989,10027470020,Ally Gordon,Active,,,0,0,0,Verified,Never Activated
29706940,10027470965,Growing Gray Gal,Active,,,0,0,0,Verified,Never Activated
29707253,10027471274,Linda Saltos ♡ 🇪🇨  Chicago,Active,Pending,,,,,Pending,Pending - data not yet available
29709829,10027473833,magdalena barnett,Active,Pending,,,,,Pending,Pending - data not yet available
29710132,10027474137,Alexis Morton | Midlife Mom lifestyle ⚡️thriving,Active,Pending,,,,,Pending,Pending - data not yet available
29710526,10027474531,Stela Sallaku,Active,Pending,,,,,Pending,Pending - data not yet available
29711902,10027475901,Rilie Nall,Active,,,0,0,0,Verified,Never Activated
29713961,10027477953,Crystal K,Active,Pending,,,,,Pending,Pending - data not yet available
29715982,10027479970,Avonna Loreal Mcneill,Active,,,0,0,0,Verified,Never Activated
29718689,10027482618,keonalove17,Active,,,0,0,0,Verified,Never Activated
29719109,10027482996,treasureval45,Active,Pending,,,,,Pending,Pending - data not yet available
29719117,10027483003,loveshealou,Active,,,0,0,0,Verified,Never Activated
29719157,10027483038,maxine.mcdonald,Active,Pending,,,,,Pending,Pending - data not yet available
29719242,10027483111,mishalashay59,Active,Pending,,,,,Pending,Pending - data not yet available
29720156,10027484046,jasmine Valdez,Active,Pending,,,,,Pending,Pending - data not yet available
29720610,10027484482,Chaleycia Wright,Active,,,0,0,0,Verified,Never Activated
29721266,10027485140,Mallary,Active,,,0,0,0,Verified,Never Activated
29721996,10027485876,Martha Krejci | Personal Brand Strategist,Active,Pending,,,,,Pending,Pending - data not yet available
29723354,10027487315,LEGAL !💦💥,Active,Pending,,,,,Pending,Pending - data not yet available
29723903,10027487842,De'Juana (DJ) Mallory,Active,,,0,0,0,Verified,Never Activated
29724695,10027488663,Jazmín Valladolid🇲🇽,Active,Pending,,,,,Pending,Pending - data not yet available
29725043,10027488969,Nalina McShane,Active,,,0,0,0,Verified,Never Activated
29729285,10027493388,hopkinscrystal977,Active,,,0,0,0,Verified,Never Activated
29732598,10027496649,allipross,Active,Pending,,,,,Pending,Pending - data not yet available
29732602,10027496653,Anastasia Walker,Active,Pending,,,,,Pending,Pending - data not yet available
29732604,10027496655,natalieideh,Active,Pending,,,,,Pending,Pending - data not yet available
29732630,10027496681,Stephanie Sandoval,Active,Pending,,,,,Pending,Pending - data not yet available
29733027,10027497033,naomimalia,Active,2026-04-20,85,4,6,10,Verified,Consistently Active
29737883,10027501832,Steven Gonzalez,Active,Pending,,,,,Pending,Pending - data not yet available
29740547,10027504503,lissettesalazar,Active,,,0,0,0,Verified,Never Activated
29740571,10027504527,Dallas  Combs,Active,,,0,0,0,Verified,Never Activated
29740621,10027504578,alyryann,Active,,,0,0,0,Verified,Never Activated
29740645,10027504602,officialprincesslela95,Active,,,0,0,0,Verified,Never Activated
29741793,10027505744,ruby.wallace1,Active,Pending,,,,,Pending,Pending - data not yet available
29741802,10027505752,Danyale Jordan,Active,Pending,,,,,Pending,Pending - data not yet available
29741828,10027505778,Ally Speaks,Active,,,0,0,0,Verified,Never Activated
29743049,10027507333,crystalross122983,Active,Pending,,,,,Pending,Pending - data not yet available
29744945,10027509581,nianialucas,Active,Pending,,,,,Pending,Pending - data not yet available
29745011,10027509636,lasharamcdonald,Active,,,0,0,0,Verified,Never Activated
29754574,10027519213,Stacia Walker,Active,Pending,,,,,Pending,Pending - data not yet available
29754894,10027519477,Rental Realm,Active,Pending,,,,,Pending,Pending - data not yet available
29755019,10027519575,Chey Donaldson,Active,Pending,,,,,Pending,Pending - data not yet available
29755039,10027519591,chukwuemekaalum,Active,Pending,,,,,Pending,Pending - data not yet available
29755309,10027519811,simplydigitalmama,Active,Pending,,,,,Pending,Pending - data not yet available
29756157,10027520529,alexisburriell,Active,,,0,0,0,Verified,Never Activated
29756474,10027520809,Katina Qualls,Active,2026-04-02,103,4,21,25,Verified,Consistently Active
29756862,10027521153,lleptocephali,Active,,,0,0,0,Verified,Never Activated
29770091,10027534390,Alyssa Roberts,Active,Pending,,,,,Pending,Pending - data not yet available
29770136,10027534484,PAPERS® | Organized Planning  Intentional Living,Active,Pending,,,,,Pending,Pending - data not yet available
29770141,10027534489,lifeofcallieelizabeth,Active,Pending,,,,,Pending,Pending - data not yet available
29770705,10027535070,monalissy_,Active,,,0,0,0,Verified,Never Activated
29770911,10027535282,kennakalways,Active,Pending,,,,,Pending,Pending - data not yet available
29770943,10027535314,kaleiyasmommy,Active,,,0,0,0,Verified,Never Activated
29771481,10027535884,Bralyn T. Page  MPH,Active,Pending,,,,,Pending,Pending - data not yet available
29771575,10027535944,talya.tillman,Active,,,0,0,0,Verified,Never Activated
29779547,10027544076,ashley salazar,Active,2025-12-21,205,1,0,1,Verified,Went Dark
29779724,10027544259,⋆ Alyssa Zayas ⋆(Uh-lee-sah),Active,,,0,0,0,Verified,Never Activated
29780135,10027544671,selennaa.leal,Active,Pending,,,,,Pending,Pending - data not yet available
29781326,10027545900,tiani brook malavé,Active,Pending,,,,,Pending,Pending - data not yet available
29782846,10027547398,Allison Hardy⚡️Biz Strategist,Active,Pending,,,,,Pending,Pending - data not yet available
29783054,10027547604,Krystal | Dietitian & Speaker,Active,Pending,,,,,Pending,Pending - data not yet available
29786533,10027551073,Natalie Pham,Active,Pending,,,,,Pending,Pending - data not yet available
29787160,10027551700,brittany.urbansocial,Active,,,0,0,0,Verified,Never Activated
29787470,10027552009,Valenzuela Fernando,Active,,,0,0,0,Verified,Never Activated
29787957,10027552494,Cali Ryan | Motherhood + Postpartum,Active,Pending,,,,,Pending,Pending - data not yet available
29787974,10027552511,Diana Jenkins | lifestyle + toddler meals,Active,Pending,,,,,Pending,Pending - data not yet available
29788114,10027552650,Noemi | Balanced Healthy Life for Moms,Active,Pending,,,,,Pending,Pending - data not yet available
29788194,10027552730,Alejandra Toro,Active,,,0,0,0,Verified,Never Activated
29788629,10027553164,Yavanté  | Dallas Creator + Influencer 🫶🏽,Active,,,0,0,0,Verified,Never Activated
29789306,10027553830,Alyson Lands,Active,Pending,,,,,Pending,Pending - data not yet available
29791433,10027555912,mcnallyalexis,Active,,,0,0,0,Verified,Never Activated
29800148,10027564483,Really  Are You Serious?,Active,Pending,,,,,Pending,Pending - data not yet available
29802118,10027566515,kendallaellis,Active,Pending,,,,,Pending,Pending - data not yet available
29803026,10027567418,Caroline Royalty,Active,,,0,0,0,Verified,Never Activated
29803913,10027568371,kaylarandall,Active,Pending,,,,,Pending,Pending - data not yet available
29804391,10027569049,Dr. Aerial Ellis,Active,Pending,,,,,Pending,Pending - data not yet available
29805183,10027570350,Diamond Alexander V 🦋,Active,Pending,,,,,Pending,Pending - data not yet available
29806078,10027571927,larisalarina.nyc,Active,,,0,0,0,Verified,Never Activated
29806331,10027572345,Emily Rallo,Active,,,0,0,0,Verified,Never Activated
29807125,10027573885,allisongappa,Active,,,0,0,0,Verified,Never Activated
29808878,10027576464,Carmen Hall,Active,Pending,,,,,Pending,Pending - data not yet available
29809900,10027577478,Alexis Brown,Active,Pending,,,,,Pending,Pending - data not yet available
29810991,10027578545,jocelynaleenafoster,Active,,,0,0,0,Verified,Never Activated
29811178,10027578729,dahliamzavala,Active,Pending,,,,,Pending,Pending - data not yet available
29812876,10027580395,rafaelinaperalta,Active,Pending,,,,,Pending,Pending - data not yet available
29819092,10027586786,alignwithal,Active,Pending,,,,,Pending,Pending - data not yet available
29820228,10027588552,alicia,Active,,,0,0,0,Verified,Never Activated
29820241,10027588565,STARLA | DIGITAL CREATOR,Active,Pending,,,,,Pending,Pending - data not yet available
29820604,10027589102,chantellcrystal,Active,Pending,,,,,Pending,Pending - data not yet available
29823720,10027594439,LaChelle Walker,Active,Pending,,,,,Pending,Pending - data not yet available
29825164,10027596056,Alessandra,Active,Pending,,,,,Pending,Pending - data not yet available
29825505,10027596409,Alyssa Parra,Active,,,0,0,0,Verified,Never Activated
29825533,10027596437,naturallydayseye,Active,Pending,,,,,Pending,Pending - data not yet available
29828821,10027599704,Atlanta Calligrapher Engraver - Maria Harwell,Active,,,0,0,0,Verified,Never Activated
29829931,10027600802,SAL,Active,Pending,,,,,Pending,Pending - data not yet available
29830028,10027600899,social,Active,Pending,,,,,Pending,Pending - data not yet available
29830618,10027601481,alexandraezeigbebe,Active,Pending,,,,,Pending,Pending - data not yet available
29831687,10027602562,SAL,Active,,,0,0,0,Verified,Never Activated
29833695,10027604684,pallavi hon,Active,Pending,,,,,Pending,Pending - data not yet available
29834485,10027605424,rosalumen.revelio,Active,Pending,,,,,Pending,Pending - data not yet available
29839577,10027610861,jackdifalco,Active,,,0,0,0,Verified,Never Activated
29842015,10027613487,Paloma,Active,Pending,,,,,Pending,Pending - data not yet available
29856099,10027627748,xoxobrialee,Active,Pending,,,,,Pending,Pending - data not yet available
29856524,10027628175,kylamalkani,Active,Pending,,,,,Pending,Pending - data not yet available
29856536,10027628190,manisha_nawal,Active,,,0,0,0,Verified,Never Activated
29856554,10027628209,celestemgonzalez_,Active,Pending,,,,,Pending,Pending - data not yet available
29856574,10027628237,carlyhealthyeats,Active,,,0,0,0,Verified,Never Activated
29856585,10027628241,lindseyhalter,Active,,,0,0,0,Verified,Never Activated
29856600,10027628256,melissa.mcalister,Active,Pending,,,,,Pending,Pending - data not yet available
29856609,10027628267,daniiiiival,Active,,,0,0,0,Verified,Never Activated
29857033,10027628698,Ali Miller,Active,Pending,,,,,Pending,Pending - data not yet available
29858738,10027630402,HotTeez DigitalDesigns,Active,,,0,0,0,Verified,Never Activated
29859902,10027631578,koenighaus.alicia,Active,,,0,0,0,Verified,Never Activated
29860487,10027632159,sewwhatsalon,Active,,,0,0,0,Verified,Never Activated
29861968,10027633826,Kale,Active,,,0,0,0,Verified,Never Activated
29863238,10027635287,Andrea Stallworth,Active,Pending,,,,,Pending,Pending - data not yet available
29863635,10027635691,Kristine | Full-Time Travel & Real Life,Active,Pending,,,,,Pending,Pending - data not yet available
29868766,10027641160,Allison,Active,Pending,,,,,Pending,Pending - data not yet available
29870324,10027642693,jerandjealin,Active,,,0,0,0,Verified,Never Activated
29870451,10027642798,bicoastal.bebe.partnerships,Active,,,0,0,0,Verified,Never Activated
29870678,10027643030,Mahalia Jessup,Active,,,0,0,0,Verified,Never Activated
29871238,10027643517,nataliamurillo.architect,Active,,,0,0,0,Verified,Never Activated
29871320,10027643588,talkfullofplay,Active,Pending,,,,,Pending,Pending - data not yet available
29871942,10027644124,briannamorganmcdonald,Active,Pending,,,,,Pending,Pending - data not yet available
29872173,10027644322,Alexis Robinson,Active,Pending,,,,,Pending,Pending - data not yet available
29872317,10027644437,Natural Mami,Active,,,0,0,0,Verified,Never Activated
29872515,10027644607,crystalallen98,Active,Pending,,,,,Pending,Pending - data not yet available
29873483,10027645474,howarale000,Active,,,0,0,0,Verified,Never Activated
29879877,10027652138,Redes Sociales Marketing,Active,Pending,,,,,Pending,Pending - data not yet available
29879934,10027652195,Al Willis,Active,Pending,,,,,Pending,Pending - data not yet available
29881501,10027653785,chandscaglobal,Active,,,0,0,0,Verified,Never Activated
29882287,10027654566,Krystal Brown,Active,Pending,,,,,Pending,Pending - data not yet available
29883219,10027655460,dunn.alexis18,Active,2025-12-01,225,1,0,1,Verified,Went Dark
29883307,10027655546,natalie,Active,Pending,,,,,Pending,Pending - data not yet available
29884035,10027656262,alijhasears0610,Active,Pending,,,,,Pending,Pending - data not yet available
29885860,10027658087,hillalexius93,Active,,,0,0,0,Verified,Never Activated
29886858,10027659086,jalesa.mone,Active,Pending,,,,,Pending,Pending - data not yet available
29886896,10027659123,shakelialane12,Active,2025-11-28,228,1,0,1,Verified,Went Dark
29887384,10027659584,Kelly Mendenhall,Active,,,0,0,0,Verified,Never Activated
29887544,10027659737,jrodeneal,Active,Pending,,,,,Pending,Pending - data not yet available
29887561,10027659752,natalie.j.christensen,Active,,,0,0,0,Verified,Never Activated
29887565,10027659756,allisontucke,Active,Pending,,,,,Pending,Pending - data not yet available
29887579,10027659768,latashalangfordd,Active,,,0,0,0,Verified,Never Activated
29887640,10027659828,halibee,Active,,,0,0,0,Verified,Never Activated
29887663,10027659851,tiuanawalton,Active,Pending,,,,,Pending,Pending - data not yet available
29888824,10027660954,morganwalden0912,Active,,,0,0,0,Verified,Never Activated
29900940,10027673084,theshealyfam,Active,,,0,0,0,Verified,Never Activated
29901040,10027673185,aliceaffiliated,Active,Pending,,,,,Pending,Pending - data not yet available
29901046,10027673191,haleyyy.blair,Active,Pending,,,,,Pending,Pending - data not yet available
29901059,10027673204,samalu91creadoraugc,Active,,,0,0,0,Verified,Never Activated
29901263,10027673436,theofficialjayj,Active,Pending,,,,,Pending,Pending - data not yet available
29901303,10027673452,alittlefashionendeavor,Active,Pending,,,,,Pending,Pending - data not yet available
29901497,10027673848,xlunalo,Active,Pending,,,,,Pending,Pending - data not yet available
29901575,10027673928,jessicalorenahh,Active,,,0,0,0,Verified,Never Activated
29901604,10027673957,aliedreselkirk,Active,Pending,,,,,Pending,Pending - data not yet available
29901674,10027674027,haleykendallcoker5,Active,,,0,0,0,Verified,Never Activated
29901693,10027674048,thedigitalbossbrat,Active,Pending,,,,,Pending,Pending - data not yet available
29902039,10027674399,totalpolishedchaos,Active,Pending,,,,,Pending,Pending - data not yet available
29902119,10027674480,almaarubii,Active,,,0,0,0,Verified,Never Activated
29902141,10027674502,alliemacc,Active,Pending,,,,,Pending,Pending - data not yet available
29929108,10027701395,Ash Ali,Active,2026-06-04,40,0,33,33,Verified,Newly Activated
29931241,10027703530,a.zalesov,Active,Pending,,,,,Pending,Pending - data not yet available
29931544,10027703827,tiffcallabsugc,Active,,,0,0,0,Verified,Never Activated
29931738,10027703980,OFFICIALD.J.L.I.B,Active,,,0,0,0,Verified,Never Activated
29937573,10027709858,nikales31,Active,,,0,0,0,Verified,Never Activated
29941205,10027713460,Allie Wortmann,Active,,,0,0,0,Verified,Never Activated
29944839,10027717108,Ethan Baloy,Active,Pending,,,,,Pending,Pending - data not yet available
29948029,10027720225,alexeimang,Active,,,0,0,0,Verified,Never Activated
29948794,10027720872,kassandra.leal,Active,,,0,0,0,Verified,Never Activated
29948853,10027720921,Shonlanda Alston,Active,2025-12-02,224,2,0,2,Verified,Went Dark
29948864,10027720931,niteebeal77,Active,Pending,,,,,Pending,Pending - data not yet available
29948900,10027720957,alfonzobrand,Active,Pending,,,,,Pending,Pending - data not yet available
29949545,10027721496,erikalaree93,Active,,,0,0,0,Verified,Never Activated
29949712,10027721629,mcdonaldcynthia,Active,,,0,0,0,Verified,Never Activated
29950161,10027722018,criistalsalinas,Active,,,0,0,0,Verified,Never Activated
29951500,10027723297,aliciasharnice,Active,Pending,,,,,Pending,Pending - data not yet available
29952130,10027723925,mnievesofficial,Active,Pending,,,,,Pending,Pending - data not yet available
29953402,10027725220,Callie Anne,Active,,,0,0,0,Verified,Never Activated
29954375,10027726321,TheBlondeMeatball,Active,2026-01-04,191,0,1,1,Verified,Newly Activated
29954439,10027726384,Healthy Hair And Extensions,Active,,,0,0,0,Verified,Never Activated
29960951,10027732963,Jamal White,Active,Pending,,,,,Pending,Pending - data not yet available
29961341,10027733354,James Canal,Active,Pending,,,,,Pending,Pending - data not yet available
29964055,10027736092,alejandrasoto00,Active,,,0,0,0,Verified,Never Activated
29964071,10027736109,beccawalshin,Active,,,0,0,0,Verified,Never Activated
29964120,10027736159,celestial_tales,Active,Pending,,,,,Pending,Pending - data not yet available
29964148,10027736187,allison.baek,Active,,,0,0,0,Verified,Never Activated
29964435,10027736470,Alyssa Banks,Active,Pending,,,,,Pending,Pending - data not yet available
29964916,10027736952,Alisha Banks,Active,Pending,,,,,Pending,Pending - data not yet available
29968464,10027740722,Alexis Bassuener,Active,Pending,,,,,Pending,Pending - data not yet available
29969039,10027741291,Guadalupe Hernandez,Active,,,0,0,0,Verified,Never Activated
29969294,10027741545,JENNIFER HALLETT,Active,Pending,,,,,Pending,Pending - data not yet available
29970485,10027742729,altogethercreatives,Active,,,0,0,0,Verified,Never Activated
29971314,10027743487,alima.blackwell,Active,,,0,0,0,Verified,Never Activated
29971984,10027744125,justnathalyj,Active,Pending,,,,,Pending,Pending - data not yet available
29984291,10027756466,Talia Razin,Active,,,0,0,0,Verified,Never Activated
29986174,10027758474,azaleah1211,Active,Pending,,,,,Pending,Pending - data not yet available
29987110,10027759425,Original A A P💃👑(Im Abeke)💓,Active,,,0,0,0,Verified,Never Activated
29987559,10027759895,reaLLifeprincess.👑🤤,Active,Pending,,,,,Pending,Pending - data not yet available
29990644,10027763183,Allana De’Nai,Active,Pending,,,,,Pending,Pending - data not yet available
29991114,10027763661,tiana_aliyah,Active,,,0,0,0,Verified,Never Activated
29991272,10027763820,sashasales216,Active,2026-02-01,163,0,1,1,Verified,Newly Activated
29993455,10027765979,thefanihalley,Active,,,0,0,0,Verified,Never Activated
29994289,10027766832,blackburnalicia,Active,,,0,0,0,Verified,Never Activated
29995015,10027767561,kaleighprecious,Active,Pending,,,,,Pending,Pending - data not yet available
29995868,10027768366,allisonhreynolds,Active,Pending,,,,,Pending,Pending - data not yet available
29996852,10027769334,brendaalmeidaadao,Active,,,0,0,0,Verified,Never Activated
29997869,10027770328,valencia_edwards,Active,,,0,0,0,Verified,Never Activated
29998464,10027770926,therealebb22,Active,Pending,,,,,Pending,Pending - data not yet available
30001175,10027773675,alexis.renee02,Active,,,0,0,0,Verified,Never Activated
30001949,10027774448,totallyhannahlouise,Active,,,0,0,0,Verified,Never Activated
30001958,10027774457,malyurimart,Active,,,0,0,0,Verified,Never Activated
30003017,10027776439,haileymalinczak,Active,Pending,,,,,Pending,Pending - data not yet available
30005768,10027779781,kymbalii,Active,,,0,0,0,Verified,Never Activated
30006503,10027780324,Alana,Active,Pending,,,,,Pending,Pending - data not yet available
30013391,10027786352,chelfalanah,Active,Pending,,,,,Pending,Pending - data not yet available
30014214,10027786868,alexandrao7589,Active,Pending,,,,,Pending,Pending - data not yet available
30016276,10027788329,oliviapeal,Active,Pending,,,,,Pending,Pending - data not yet available
30016473,10027788520,trill.lala,Active,Pending,,,,,Pending,Pending - data not yet available
30016680,10027788717,allyanthonyy,Active,Pending,,,,,Pending,Pending - data not yet available
30017992,10027790356,theamaylakalluri,Active,Pending,,,,,Pending,Pending - data not yet available
30018184,10027790384,Alayna Law,Active,,,0,0,0,Verified,Never Activated
30018516,10027790531,allthingstrish.h,Active,Pending,,,,,Pending,Pending - data not yet available
30025879,10027793885,Dallas💋,Active,,,0,0,0,Verified,Never Activated
30033782,10027801672,theofficialhattie,Active,,,0,0,0,Verified,Never Activated
30043478,10027811570,haliemwest18,Active,Pending,,,,,Pending,Pending - data not yet available
30047080,10027815104,alexusstandfield,Active,Pending,,,,,Pending,Pending - data not yet available
30051013,10027819043,Buchis Al Aire,Active,Pending,,,,,Pending,Pending - data not yet available
30054506,10027823904,jaliyahlaperry,Active,,,0,0,0,Verified,Never Activated
30055733,10027825293,Kendrick McDonald,Active,,,0,0,0,Verified,Never Activated
30058386,10027827943,michelleayala91,Active,2025-12-22,204,1,0,1,Verified,Went Dark
30059950,10027829470,cutecalcutta,Active,Pending,,,,,Pending,Pending - data not yet available
30062609,10027832077,jenneal97,Active,Pending,,,,,Pending,Pending - data not yet available
30066346,10027835735,Krystal Brown,Active,Pending,,,,,Pending,Pending - data not yet available
30074903,10027844138,johnkniffindigital,Active,Pending,,,,,Pending,Pending - data not yet available
